Código;Nome;  Preço (BRL)  
931;Compacto Camiseta; R$ 172.442,00 
932;Rústico Adaptador; R$ 20.177,00 
933;Compacto Carregador; R$ 194.175,00 
934;Mini Memória; R$ 63.791,00 
936;Mini Calculadora; R$ 19.176,00 
938;Premium Controle; R$ 144.801,00 
939;Pro Teclado Mecânico; R$ 23.644,00 
941;Max Liquidificador; R$ 161.289,00 
942;Smart Fone; R$ 62.695,00 
943;Classic Hub; R$ 7.317,00 
944;Pro Impressora; R$ 61.418,00 
945;Classic Impressora; R$ 83.585,00 
947;Ultra Monitor; R$ 183.103,00 
950;Econômico Camiseta; R$ 184.655,00 
953;Portátil Hub; R$ 142.934,00 
956;Smart Roteador; R$ 609,00 
958;Smart Faca; R$ 119.623,00 
959;Strong Caneta; R$ 62.398,00 
961;Premium Gabinete; R$ 131.103,00 
963;Moderno Fone; R$ 95.379,00 
964;Eco Hub; R$ 16.297,00 
966;Moderno Batedeira; R$ 1.984,00 
967;Compacto Teclado Mecânico; R$ 24.888,00 
969;Compacto Cadeira; R$ 18.607,00 
970;Elegante Microfone; R$ 98.837,00 
972;Active Roteador; R$ 18.322,00 
975;Mini Capa; R$ 130.224,00 
977;Compacto Estojo; R$ 21.154,00 
980;Smart Livro; R$ 4.472,00 
981;Pro Hub; R$ 1.855,00 
982;Portátil Cabo; R$ 190.496,00 
985;Classic Lâmpada; R$ 91.287,00 
987;Compacto Teclado; R$ 49.256,00 
988;Mini PenDrive; R$ 63.921,00 
989;Rústico PenDrive; R$ 117.632,00 
990;Eco Microfone; R$ 71.852,00 
993;Classic Mouse; R$ 6.615,00 
994;Classic Cooler; R$ 114.162,00 
997;Active Cartucho; R$ 186.011,00 
999;Classic Colher; R$ 58.508,00 
1000;Classic Ferramenta; R$ 26.411,00 
1004;Active Camera; R$ 87.818,00 
1005;Compacto Livro; R$ 16.407,00 
1007;Strong Sofá; R$ 58.536,00 
1009;Premium Livro; R$ 174.078,00 
1010;Eco Sofá; R$ 41.552,00 
1011;Max Sofá; R$ 152.578,00 
1013;Ultra Impressora; R$ 192.098,00 
1015;Premium Lâmpada; R$ 168.555,00 
1023;Eco Fonte; R$ 55.312,00 
1026;Moderno Monitor; R$ 4.615,00 
1027;Light Lâmpada; R$ 168.669,00 
1030;Econômico Adaptador; R$ 176.519,00 
1035;Strong Placa-Mãe; R$ 52.711,00 
1036;Rústico Capa; R$ 11.435,00 
1038;Portátil Cadeira; R$ 189.879,00 
1040;Ultra Memória; R$ 69.867,00 
1041;Portátil Cobertor; R$ 125.768,00 
1042;Premium Ferramenta; R$ 67.919,00 
1043;Moderno Gabinete; R$ 30.187,00 
1044;Strong Tela; R$ 56.176,00 
1045;Light Almofada; R$ 138.044,00 
1048;Turbo Livro; R$ 169.177,00 
1052;Elegante Roteador; R$ 152.369,00 
1053;Portátil Memória; R$ 47.107,00 
1056;Turbo Caneca; R$ 54.432,00 
1058;Ultra Fita; R$ 2.405,00 
1063;Active Almofada; R$ 13.836,00 
1064;Active Cadeira; R$ 43.032,00 
1065;Ultra SSD; R$ 196.089,00 
1068;Ultra Roteador; R$ 45.141,00 
1069;Eco Impressora; R$ 135.022,00 
1073;Flex Ferramenta Elétrica; R$ 12.673,00 
1076;Flex Teclado; R$ 99.525,00 
1077;Elegante Batedeira; R$ 119.924,00 
1080;Elegante Ferramenta Elétrica; R$ 107.337,00 
1082;Ultra Capa; R$ 137.057,00 
1089;Portátil Caneca; R$ 3.231,00 
1093;Portátil Fone; R$ 193.397,00 
1095;Strong Fogão; R$ 97.946,00 
1097;Premium Filtro; R$ 48.469,00 
1098;Avançado Lâmpada; R$ 53.859,00 
1102;Classic Memória; R$ 171.381,00 
1103;Smart Batedeira; R$ 94.025,00 
1105;Eco Agenda; R$ 120.794,00 
1106;Elegante Ferramenta; R$ 7.368,00 
1107;Light PenDrive; R$ 133.138,00 
1108;Premium Agenda; R$ 100.641,00 
1109;Ultra PenDrive; R$ 7.237,00 
1110;Premium Impressora; R$ 167.301,00 
1111;Portátil Sofá; R$ 72.881,00 
1112;Elegante Camiseta; R$ 48.663,00 
1113;Active Sofá; R$ 133.319,00 
1114;Max Joystick; R$ 168.425,00 
1116;Econômico SSD; R$ 172.587,00 
1117;Ultra Estojo; R$ 10.232,00 
1120;Compacto Controle; R$ 43.246,00 
1124;Flex Teclado Mecânico; R$ 65.831,00 
1133;Smart Adaptador; R$ 157.674,00 
1139;Elegante Caneta; R$ 1.395,00 
1141;Econômico Cartucho; R$ 146.119,00 
1145;Premium Fogão; R$ 41.495,00 
1147;Compacto Caderno; R$ 121.317,00 
1155;Light Caneta; R$ 162.593,00 
1157;Turbo Fita; R$ 184.488,00 
1167;Smart Memória; R$ 147.273,00 
1170;Eco Lâmpada; R$ 159.912,00 
1171;Max Fonte; R$ 18.261,00 
1172;Avançado Placa; R$ 24.986,00 
1174;Pro Processador; R$ 164.424,00 
1175;Max Suporte; R$ 92.339,00 
1178;Turbo Liquidificador; R$ 175.699,00 
1179;Econômico Relógio; R$ 3.013,00 
1182;Flex Hub; R$ 48.662,00 
1183;Ultra Caneta; R$ 16.721,00 
1184;Moderno Fita; R$ 6.620,00 
1185;Flex Agenda; R$ 97.466,00 
1186;Elegante Placa-Mãe; R$ 27.832,00 
1191;Portátil Batedeira; R$ 69.134,00 
1193;Eco Estojo; R$ 86.069,00 
1195;Eco Joystick; R$ 137.968,00 
1197;Turbo Colher; R$ 191.615,00 
1198;Moderno Capa; R$ 5.261,00 
1199;Ultra Filtro; R$ 38.301,00 
1201;Max Roteador; R$ 99.612,00 
1202;Light Liquidificador; R$ 141.824,00 
1207;Ultra Agenda; R$ 98.269,00 
1211;Elegante Bateria; R$ 179.229,00 
1212;Turbo Roteador; R$ 144.624,00 
1213;Premium Camera; R$ 2.867,00 
1215;Turbo Camiseta; R$ 742,00 
1216;Flex Mesa; R$ 118.986,00 
1217;Compacto Hub; R$ 179.328,00 
1220;Smart Cabo; R$ 101.882,00 
1221;Compacto PenDrive; R$ 13.568,00 
1226;Econômico Sofá; R$ 13.267,00 
1227;Econômico Impressora; R$ 199.276,00 
1228;Econômico Ferramenta; R$ 2.762,00 
1229;Ultra Panela; R$ 19.187,00 
1231;Elegante Suporte; R$ 45.632,00 
1234;Max Panela; R$ 181.442,00 
1235;Smart Fogão; R$ 17.277,00 
1238;Portátil Impressora; R$ 169.752,00 
1241;Classic Régua; R$ 121.755,00 
1242;Mini Caneta; R$ 193.567,00 
1246;Econômico Camera; R$ 36.836,00 
1248;Active Panela; R$ 117.201,00 
1250;Econômico Panela; R$ 44.894,00 
1253;Moderno Cobertor; R$ 192.197,00 
1256;Eco Adaptador; R$ 116.807,00 
1258;Rústico Livro; R$ 64.463,00 
1260;Compacto Bateria; R$ 177.684,00 
1270;Compacto Adaptador; R$ 81.298,00 
1271;Elegante Adaptador; R$ 115.565,00 
1274;Flex Fogão; R$ 162.594,00 
1275;Active Camiseta; R$ 142.437,00 
1279;Eco Teclado; R$ 145.992,00 
1280;Moderno Liquidificador; R$ 36.681,00 
1292;Classic Joystick; R$ 115.316,00 
1293;Elegante Régua; R$ 41.836,00 
1298;Max Capa; R$ 195.001,00 
1301;Pro Carregador; R$ 104.076,00 
1303;Moderno Carregador; R$ 34.306,00 
1308;Turbo Hub; R$ 111.001,00 
1310;Max Memória; R$ 130.075,00 
1315;Classic Camera; R$ 13.987,00 
1318;Pro Fone; R$ 185.118,00 
1321;Smart Monitor; R$ 143.016,00 
1322;Premium Calculadora; R$ 10.912,00 
1330;Smart Calculadora; R$ 148.215,00 
1338;Pro Mesa; R$ 34.225,00 
1351;Eco Almofada; R$ 4.129,00 
1353;Active Sensor; R$ 144.846,00 
1354;Smart Liquidificador; R$ 133.593,00 
1359;Light Livro; R$ 130.555,00 
1364;Mini Caderno; R$ 145.967,00 
1365;Avançado Ferramenta Elétrica; R$ 10.722,00 
1366;Max Hub; R$ 98.684,00 
1367;Strong Faca; R$ 118.516,00 
1369;Strong Estojo; R$ 33.611,00 
1371;Econômico Processador; R$ 97.522,00 
1381;Flex Panela; R$ 7.147,00 
1383;Econômico Livro; R$ 76.574,00 
1387;Portátil HD; R$ 178.087,00 
1400;Econômico Almofada; R$ 44.433,00 
1410;Portátil PenDrive; R$ 218,00 
1417;Active Monitor; R$ 116.351,00 
1419;Eco Caderno; R$ 179.282,00 
1426;Avançado Teclado; R$ 36.911,00 
1429;Rústico Batedeira; R$ 60.064,00 
1433;Pro Gabinete; R$ 49.145,00 
1436;Strong HD; R$ 64.593,00 
1437;Elegante Cobertor; R$ 15.367,00 
1444;Eco Ferramenta; R$ 77.225,00 
1445;Rústico HD; R$ 18.308,00 
1448;Ultra Joystick; R$ 26.312,00 
1450;Compacto Panela; R$ 197.328,00 
1451;Premium Fone; R$ 181.351,00 
1453;Max SSD; R$ 7.324,00 
1455;Pro Faca; R$ 109.972,00 
1462;Ultra Bateria; R$ 184.118,00 
1464;Turbo Panela; R$ 113.889,00 
1465;Pro Camera; R$ 150.828,00 
1472;Econômico Cadeira; R$ 64.705,00 
1473;Light Agenda; R$ 65.665,00 
1474;Premium Liquidificador; R$ 140.956,00 
1478;Rústico Mouse; R$ 156.067,00 
1480;Premium Placa-Mãe; R$ 89.728,00 
1483;Moderno Caderno; R$ 193.961,00 
1484;Smart Agenda; R$ 5.243,00 
1488;Eco Cadeira; R$ 194.761,00 
1493;Light Fogão; R$ 159.613,00 
1494;Active Adaptador; R$ 56.481,00 
1495;Portátil Mochila; R$ 113.013,00 
1500;Moderno Mochila; R$ 63.534,00 
1501;Pro Fonte; R$ 147.396,00 
1502;Light Bateria; R$ 13.607,00 
1503;Turbo Sensor; R$ 7.569,00 
1505;Light Relógio; R$ 14.775,00 
1513;Pro Livro; R$ 12.620,00 
1517;Rústico Fone; R$ 157.146,00 
1519;Active Microfone; R$ 7.219,00 
1524;Light Teclado; R$ 59.112,00 
1533;Smart Carregador; R$ 193.569,00 
1535;Avançado Camera; R$ 70.526,00 
1537;Active Fogão; R$ 4.276,00 
1541;Strong Cooler; R$ 172.005,00 
1544;Elegante Controle; R$ 88.974,00 
1546;Econômico Cobertor; R$ 193.254,00 
1549;Rústico Joystick; R$ 120.686,00 
1552;Light Faca; R$ 101.674,00 
1554;Light Panela; R$ 178.543,00 
1558;Classic Suporte; R$ 131.745,00 
1560;Classic Caneta; R$ 135.169,00 
1566;Mini HD; R$ 4.796,00 
1576;Turbo Adaptador; R$ 153.364,00 
1578;Rústico Microfone; R$ 77.762,00 
1581;Turbo Microfone; R$ 163.033,00 
1582;Ultra Ferramenta; R$ 125.355,00 
1586;Compacto Fonte; R$ 31.684,00 
1587;Moderno Tela; R$ 49.877,00 
1589;Turbo PenDrive; R$ 80.699,00 
1593;Light Batedeira; R$ 20.378,00 
1595;Ultra Placa; R$ 184.165,00 
1596;Flex Microfone; R$ 55.973,00 
1598;Compacto Liquidificador; R$ 5.693,00 
1602;Flex PenDrive; R$ 151.941,00 
1604;Avançado Sofá; R$ 62.008,00 
1609;Eco Camiseta; R$ 13.928,00 
1613;Elegante Hub; R$ 89.064,00 
1614;Avançado Capa; R$ 25.835,00 
1616;Light Parafuso; R$ 136.728,00 
1618;Premium Régua; R$ 98.876,00 
1621;Light Cobertor; R$ 31.845,00 
1622;Classic Caixa; R$ 115.866,00 
1630;Pro Sensor; R$ 181.942,00 
1631;Ultra Faca; R$ 115.263,00 
1633;Mini Hub; R$ 177.869,00 
1634;Eco Gabinete; R$ 115.099,00 
1639;Ultra Mochila; R$ 179.459,00 
1642;Ultra Fone; R$ 116.217,00 
1643;Mini Processador; R$ 129.049,00 
1657;Pro Estojo; R$ 94.269,00 
1662;Rústico Tela; R$ 30.029,00 
1665;Portátil Panela; R$ 107.834,00 
1667;Smart Capa; R$ 25.796,00 
1687;Classic Camiseta; R$ 173.001,00 
1691;Light Microfone; R$ 158.812,00 
1692;Smart Panela; R$ 84.381,00 
1695;Eco Colher; R$ 23.797,00 
1702;Compacto Fita; R$ 130.597,00 
1709;Classic Cadeira; R$ 193.211,00 
1716;Portátil Cartucho; R$ 188.955,00 
1718;Ultra Relógio; R$ 193.867,00 
1720;Moderno Lâmpada; R$ 150.098,00 
1721;Portátil Ferramenta Elétrica; R$ 139.593,00 
1727;Smart Fonte; R$ 156.955,00 
1732;Elegante Almofada; R$ 26.871,00 
1733;Active Placa-Mãe; R$ 78.193,00 
1734;Pro Fogão; R$ 12.617,00 
1741;Avançado Mesa; R$ 67.697,00 
1743;Active Fita; R$ 94.943,00 
1753;Compacto Cobertor; R$ 67.126,00 
1755;Strong Controle; R$ 179.749,00 
1780;Econômico HD; R$ 185.062,00 
1791;Rústico Almofada; R$ 192.501,00 
1795;Active Joystick; R$ 9.714,00 
1802;Mini Joystick; R$ 174.198,00 
1806;Premium Processador; R$ 98.449,00 
1812;Premium Cartucho; R$ 188.995,00 
1816;Flex Ferramenta; R$ 137.475,00 
1822;Portátil Filtro; R$ 15.255,00 
1830;Max Mesa; R$ 4.716,00 
1842;Compacto Memória; R$ 115.056,00 
1859;Flex Colher; R$ 49.832,00 
1860;Compacto Batedeira; R$ 198.187,00 
1861;Ultra Sensor; R$ 108.708,00 
1864;Econômico Régua; R$ 181.182,00 
1873;Portátil Placa-Mãe; R$ 112.794,00 
1875;Turbo Almofada; R$ 196.283,00 
1900;Mini Placa-Mãe; R$ 155.707,00 
1912;Econômico Memória; R$ 80.505,00 
1913;Strong Cobertor; R$ 71.871,00 
1915;Active Memória; R$ 66.336,00 
1916;Flex Livro; R$ 39.974,00 
1921;Turbo Cabo; R$ 131.099,00 
1925;Ultra Cartucho; R$ 138.349,00 
1929;Econômico Estojo; R$ 152.577,00 
1931;Classic Relógio; R$ 177.067,00 
1937;Rústico Régua; R$ 16.312,00 
1939;Turbo Mouse; R$ 10.555,00 
1940;Active Fone; R$ 87.521,00 
1941;Elegante Cartucho; R$ 33.565,00 
1945;Flex Lâmpada; R$ 77.018,00 
1949;Elegante Impressora; R$ 7.619,00 
1954;Pro Mouse; R$ 19.146,00 
1955;Smart Placa; R$ 76.489,00 
1956;Light Caderno; R$ 36.937,00 
1958;Strong Caixa; R$ 20.516,00 
1962;Econômico Fonte; R$ 10.514,00 
1966;Rústico Camera; R$ 179.215,00 
1972;Portátil Liquidificador; R$ 50.246,00 
1973;Max Parafuso; R$ 13.785,00 
1976;Active Mouse; R$ 36.416,00 
1979;Premium Fonte; R$ 20.388,00 
1990;Active Caneca; R$ 64.998,00 
1991;Flex Fone; R$ 60.777,00 
1994;Portátil Calculadora; R$ 19.090,00 
1996;Eco Cooler; R$ 4.417,00 
1997;Rústico Fogão; R$ 11.979,00 
2001;Premium SSD; R$ 132.984,00 
2005;Light Fita; R$ 190.241,00 
2008;Premium HD; R$ 16.048,00 
2010;Mini Colher; R$ 1.859,00 
2011;Moderno Placa; R$ 188.771,00 
2014;Smart Processador; R$ 199.536,00 
2016;Compacto Fone; R$ 43.015,00 
2018;Flex Cooler; R$ 166.846,00 
2019;Portátil Caderno; R$ 96.474,00 
2033;Moderno Adaptador; R$ 173.082,00 
2035;Turbo Ferramenta; R$ 135.614,00 
2053;Strong Almofada; R$ 165.819,00 
2059;Ultra Teclado Mecânico; R$ 191.391,00 
2073;Max Mouse; R$ 30.645,00 
2078;Flex Cadeira; R$ 55.169,00 
2081;Portátil Teclado Mecânico; R$ 199.339,00 
2083;Strong Microfone; R$ 83.719,00 
2091;Rústico Teclado; R$ 167.559,00 
2099;Smart Almofada; R$ 138.603,00 
2102;Avançado Caixa; R$ 145.917,00 
2106;Flex Suporte; R$ 147.876,00 
2109;Portátil Fita; R$ 22.319,00 
2110;Pro Adaptador; R$ 23.604,00 
2118;Mini Ferramenta Elétrica; R$ 100.093,00 
2123;Elegante Fone; R$ 34.495,00 
2124;Elegante Lâmpada; R$ 98.634,00 
2129;Pro Calculadora; R$ 54.531,00 
2137;Flex Mouse; R$ 29.417,00 
2144;Flex Carregador; R$ 13.427,00 
2148;Avançado SSD; R$ 131.756,00 
2165;Rústico Ferramenta; R$ 132.063,00 
2174;Pro Parafuso; R$ 134.502,00 
2181;Ultra Camera; R$ 62.921,00 
2188;Active Tela; R$ 16.525,00 
2198;Moderno Cadeira; R$ 50.459,00 
2206;Max Fogão; R$ 159.929,00 
2207;Active SSD; R$ 86.977,00 
2214;Rústico Camiseta; R$ 46.895,00 
2220;Turbo Gabinete; R$ 30.633,00 
2228;Active Cobertor; R$ 165.835,00 
2229;Avançado Controle; R$ 182.362,00 
2234;Mini Faca; R$ 2.090,00 
2240;Econômico Placa-Mãe; R$ 13.777,00 
2252;Eco SSD; R$ 12.635,00 
2262;Classic Cobertor; R$ 80.984,00 
2265;Turbo Placa; R$ 147.177,00 
2271;Turbo HD; R$ 124.001,00 
2277;Compacto Caneta; R$ 150.778,00 
2282;Turbo Carregador; R$ 161.136,00 
2290;Avançado Ferramenta; R$ 72.269,00 
2301;Moderno SSD; R$ 198.836,00 
2308;Turbo Ferramenta Elétrica; R$ 163.966,00 
2310;Classic Ferramenta Elétrica; R$ 181.248,00 
2319;Flex Cabo; R$ 11.657,00 
2321;Classic Teclado; R$ 1.391,00 
2325;Smart Régua; R$ 198.463,00 
2330;Elegante Gabinete; R$ 112.931,00 
2331;Rústico SSD; R$ 190.953,00 
2332;Moderno Parafuso; R$ 151.415,00 
2335;Compacto Placa-Mãe; R$ 140.461,00 
2338;Turbo Fogão; R$ 8.311,00 
2340;Elegante Liquidificador; R$ 122.039,00 
2342;Classic Agenda; R$ 125.928,00 
2365;Active Caneta; R$ 73.981,00 
2366;Elegante Caixa; R$ 199.558,00 
2372;Moderno Controle; R$ 179.472,00 
2378;Pro SSD; R$ 60.107,00 
2421;Classic Gabinete; R$ 14.278,00 
2444;Max Teclado Mecânico; R$ 41.011,00 
2463;Strong Batedeira; R$ 129.213,00 
2470;Turbo Fonte; R$ 38.344,00 
2476;Avançado Caderno; R$ 61.593,00 
2501;Rústico Hub; R$ 26.181,00 
2510;Light Carregador; R$ 132.452,00 
2513;Moderno Estojo; R$ 65.217,00 
2527;Pro Microfone; R$ 100.179,00 
2530;Elegante Teclado Mecânico; R$ 32.458,00 
2541;Smart HD; R$ 168.705,00 
2547;Flex Fita; R$ 113.065,00 
2562;Light Sensor; R$ 175.314,00 
2576;Moderno Calculadora; R$ 155.119,00 
2581;Active Lâmpada; R$ 13.127,00 
2591;Strong Teclado Mecânico; R$ 5.136,00 
2593;Pro Tela; R$ 15.478,00 
2605;Active Suporte; R$ 42.819,00 
2606;Avançado Impressora; R$ 111.973,00 
2610;Elegante Fita; R$ 177.063,00 
2637;Portátil Faca; R$ 64.375,00 
2642;Mini Monitor; R$ 44.903,00 
2646;Classic Livro; R$ 168.451,00 
2648;Moderno Roteador; R$ 105.045,00 
2668;Smart Lâmpada; R$ 143.023,00 
2674;Econômico Teclado; R$ 77.845,00 
2675;Premium Ferramenta Elétrica; R$ 27.936,00 
2676;Compacto Roteador; R$ 96.354,00 
2686;Ultra Camiseta; R$ 70.695,00 
2688;Light Capa; R$ 95.779,00 
2696;Portátil Tela; R$ 80.494,00 
2723;Strong Roteador; R$ 94.699,00 
2749;Avançado Régua; R$ 112.817,00 
2763;Light Ferramenta; R$ 116.134,00 
2773;Strong Bateria; R$ 57.431,00 
2778;Compacto Processador; R$ 57.306,00 
2797;Avançado Roteador; R$ 131.077,00 
2799;Light Memória; R$ 145.571,00 
2803;Moderno Faca; R$ 164.539,00 
2805;Portátil Controle; R$ 63.301,00 
2807;Pro Fita; R$ 26.541,00 
2811;Econômico Fita; R$ 178.636,00 
2814;Flex Camera; R$ 11.771,00 
2820;Eco Monitor; R$ 154.938,00 
2833;Rústico Cooler; R$ 50.939,00 
2837;Eco Caneca; R$ 81.725,00 
2846;Flex Roteador; R$ 134.458,00 
2850;Strong Lâmpada; R$ 18.295,00 
2856;Premium Estojo; R$ 170.029,00 
2862;Compacto Relógio; R$ 175.504,00 
2866;Active Régua; R$ 110.112,00 
2872;Avançado Calculadora; R$ 63.627,00 
2887;Light Hub; R$ 184.764,00 
2890;Portátil Suporte; R$ 182.102,00 
2894;Premium Cobertor; R$ 191.929,00 
2905;Rústico Liquidificador; R$ 86.003,00 
2925;Flex Cartucho; R$ 59.516,00 
2933;Flex Calculadora; R$ 114.674,00 
2946;Eco Processador; R$ 19.210,00 
2963;Active HD; R$ 197.599,00 
2972;Avançado Cartucho; R$ 143.485,00 
2982;Light Cabo; R$ 58.845,00 
2996;Mini Carregador; R$ 2.060,00 
3000;Flex Tela; R$ 19.385,00 
3024;Portátil Régua; R$ 131.525,00 
3029;Max HD; R$ 31.008,00 
3044;Ultra Parafuso; R$ 140.223,00 
3059;Smart Sofá; R$ 101.634,00 
3081;Max Fita; R$ 66.632,00 
3110;Mini Liquidificador; R$ 164.425,00 
3127;Classic Tela; R$ 17.748,00 
3129;Strong SSD; R$ 76.923,00 
3138;Flex Fonte; R$ 99.838,00 
3156;Compacto Gabinete; R$ 8.949,00 
3191;Elegante Capa; R$ 134.944,00 
3197;Moderno Microfone; R$ 18.757,00 
3224;Mini Teclado Mecânico; R$ 90.993,00 
3234;Strong Processador; R$ 28.284,00 
3235;Flex Impressora; R$ 128.755,00 
3258;Max Cabo; R$ 67.215,00 
3302;Classic Placa-Mãe; R$ 186.051,00 
3323;Active Parafuso; R$ 69.969,00 
3337;Moderno Fogão; R$ 88.334,00 
3356;Smart Microfone; R$ 55.766,00 
3426;Turbo Joystick; R$ 62.006,00 
3444;Rústico Teclado Mecânico; R$ 69.255,00 
3459;Rústico Roteador; R$ 13.368,00 
3460;Smart Camiseta; R$ 157.381,00 
3464;Ultra Suporte; R$ 111.897,00 
3486;Pro Mochila; R$ 5.284,00 
3488;Classic Filtro; R$ 27.212,00 
3502;Mini Camera; R$ 53.152,00 
3519;Avançado Fone; R$ 15.268,00 
3534;Strong PenDrive; R$ 196.138,00 
3609;Strong Filtro; R$ 10.211,00 
3612;Ultra Cabo; R$ 97.766,00 
3622;Premium Batedeira; R$ 101.422,00 
3630;Smart Caixa; R$ 44.989,00 
3650;Moderno Caixa; R$ 4.150,00 
3670;Classic Mesa; R$ 68.304,00 
3692;Rústico Colher; R$ 75.632,00 
3698;Eco Cartucho; R$ 7.395,00 
3742;Strong Fone; R$ 83.627,00 
3771;Classic Cabo; R$ 119.878,00 
3793;Premium Teclado Mecânico; R$ 109.116,00 
3794;Eco Calculadora; R$ 18.832,00 
3822;Elegante Cadeira; R$ 130.642,00 
3835;Strong Camiseta; R$ 55.811,00 
3862;Light Placa-Mãe; R$ 194.839,00 
3902;Turbo Relógio; R$ 64.357,00 
3926;Strong Mesa; R$ 145.396,00 
3939;Econômico Roteador; R$ 69.937,00 
3949;Eco Fone; R$ 193.822,00 
3951;Light Cartucho; R$ 196.632,00 
3968;Active Filtro; R$ 134.936,00 
4021;Smart Estojo; R$ 19.021,00 
4069;Premium Roteador; R$ 123.878,00 
4079;Avançado Memória; R$ 87.096,00 
4098;Mini Adaptador; R$ 129.929,00 
4129;Premium Caderno; R$ 152.629,00 
4180;Portátil Sensor; R$ 94.429,00 
4223;Turbo Processador; R$ 139.186,00 
4242;Econômico Caneca; R$ 43.962,00 
4279;Max Lâmpada; R$ 81.202,00 
4322;Ultra Cobertor; R$ 113.012,00 
4414;Active Caderno; R$ 118.216,00 
4420;Smart Caneta; R$ 126.651,00 
4456;Light SSD; R$ 163.347,00 
4566;Moderno Caneca; R$ 41.721,00 
4680;Premium Panela; R$ 15.832,00 
4754;Max Adaptador; R$ 104.112,00 
4805;Strong Cabo; R$ 96.321,00 
4871;Pro Caneta; R$ 169.644,00 
4921;Portátil Camera; R$ 168.365,00 
4992;Classic Processador; R$ 197.952,00 
5084;Econômico Placa; R$ 44.318,00 
5103;Ultra Fonte; R$ 11.339,00 
5137;Strong Liquidificador; R$ 90.673,00 
5184;Light Camiseta; R$ 50.908,00 
5375;Portátil Agenda; R$ 182.615,00 
5463;Avançado Caneta; R$ 37.444,00 
5480;Econômico Tela; R$ 163.226,00 
5496;Mini Mochila; R$ 93.021,00 
6092;Mini SSD; R$ 25.549,00 
6123;Max Caderno; R$ 161.035,00 
6315;Compacto Lâmpada; R$ 14.288,00 
6321;Avançado Processador; R$ 78.726,00 
6686;Compacto Colher; R$ 19.879,00 
6864;Classic Microfone; R$ 89.432,00 
7172;Mini Estojo; R$ 145.817,00 
7384;Compacto Ferramenta; R$ 66.982,00 
7525;Moderno Memória; R$ 196.598,00 
9221;Turbo Agenda; R$ 98.775,00 
9413;Avançado Fonte; R$ 133.865,00 
30;Mini Controle; R$ 3.707,00 
57;Moderno Cooler; R$ 53.157,00 
67;Compacto Filtro; R$ 96.932,00 
74;Mini Fone; R$ 74.153,00 
76;Light Cadeira; R$ 15.005,00 
77;Mini Gabinete; R$ 17.151,00 
80;Rústico Mochila; R$ 151.312,00 
131;Rústico Caneca; R$ 37.588,00 
135;Rústico Sensor; R$ 105.306,00 
144;Moderno Processador; R$ 196.853,00 
172;Flex Régua; R$ 189.057,00 
197;Elegante Mochila; R$ 168.112,00 
198;Moderno HD; R$ 191.469,00 
202;Ultra Caderno; R$ 127.682,00 
209;Pro Teclado; R$ 196.452,00 
215;Compacto Ferramenta Elétrica; R$ 13.829,00 
220;Avançado Caneca; R$ 125.517,00 
227;Eco Liquidificador; R$ 139.793,00 
237;Premium Almofada; R$ 77.931,00 
239;Strong Mouse; R$ 90.255,00 
243;Portátil Placa; R$ 188.895,00 
250;Flex Camiseta; R$ 195.715,00 
259;Compacto Mesa; R$ 113.488,00 
261;Flex Estojo; R$ 106.071,00 
266;Max Carregador; R$ 100.621,00 
269;Strong Memória; R$ 186.714,00 
271;Eco Mochila; R$ 25.163,00 
274;Flex Capa; R$ 79.235,00 
275;Light Roteador; R$ 67.526,00 
276;Pro Monitor; R$ 83.045,00 
279;Smart SSD; R$ 74.593,00 
285;Avançado Caneca; R$ 158.255,00 
287;Turbo Batedeira; R$ 162.271,00 
289;Turbo Controle; R$ 149.137,00 
303;Elegante Mochila; R$ 5.645,00 
314;Premium Fita; R$ 105.515,00 
319;Pro PenDrive; R$ 74.284,00 
321;Turbo Controle; R$ 14.716,00 
323;Elegante PenDrive; R$ 60.943,00 
324;Eco Livro; R$ 49.316,00 
328;Mini Régua; R$ 8.591,00 
332;Compacto Régua; R$ 73.661,00 
343;Strong Relógio; R$ 67.475,00 
349;Moderno Colher; R$ 5.109,00 
353;Eco Liquidificador; R$ 185.406,00 
354;Classic Sensor; R$ 77.193,00 
355;Flex Bateria; R$ 121.592,00 
359;Premium Colher; R$ 69.982,00 
360;Pro Ferramenta Elétrica; R$ 139.354,00 
373;Mini Camiseta; R$ 154.357,00 
376;Strong Teclado; R$ 8.157,00 
378;Econômico Fone; R$ 47.524,00 
